=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2016.07.26 22:04:39 =~=~=~=~=~=~=~=~=~=~=~=
Tstart,A0,A1,Tstop
41875708,165,158,41875936
41878004,158,158,41878232
41880296,155,157,41880520
41882592,155,158,41882816
41884888,155,157,41885112
41887184,155,157,41887408
41889480,155,157,41889704
41891772,155,157,41892000
41894068,155,158,41894296
41896364,155,158,41896592
41898660,155,158,41898888
41900952,155,159,41901176
41903248,156,167,41903472
41905544,155,410,41905768
41907840,154,610,41908064
41910132,156,619,41910360
41912428,155,608,41912656
41914724,155,618,41914952
41917020,154,625,41917248
41919312,154,623,41919536
41921608,154,620,41921832
41923904,154,619,41924128
41926200,155,617,41926424
41928492,155,618,41928720
41930788,155,621,41931016
41933084,155,627,41933312
41935380,155,662,41935608
41937672,160,651,41937896
41939976,190,613,41940200
41942264,350,663,41942488
41944560,515,604,41944784
41946852,414,609,41947080
41949148,404,615,41949376
41951444,418,618,41951672
41953740,432,615,41953968
41956032,424,614,41956256
41958328,414,615,41958552
41960624,412,614,41960848
41962920,407,610,41963144
41965212,416,613,41965440
41967508,413,615,41967736
41969804,433,655,41970032
41972096,509,553,41972320
41974392,486,310,41974616
41976688,419,164,41976912
41978984,511,159,41979208
41981280,410,158,41981504
41983572,414,158,41983800
41985868,419,158,41986096
41988164,422,158,41988392
41990460,417,157,41990688
41992752,416,157,41992976
41995048,419,157,41995272
41997344,419,157,41997568
41999640,411,157,41999864
42001932,410,158,42002160
42004228,414,158,42004456
42006524,414,158,42006752
42008820,410,158,42009048
42011112,167,158,42011336
42013408,159,158,42013632
42015704,156,158,42015928
42017996,155,157,42018224
42020292,155,157,42020520
42022588,155,157,42022816
42024884,155,157,42025112
42027180,155,157,42027408
42029472,155,157,42029696
42031768,155,158,42031992
42034064,155,158,42034296
42036356,155,158,42036584
42038652,155,158,42038880
42040948,155,158,42041176
42043244,155,162,42043472
42045540,156,200,42045768
42047832,155,450,42048056
42050128,155,622,42050352
42052424,155,625,42052648
42054720,155,605,42054944
42057012,155,618,42057240
42059308,155,622,42059536
42061604,155,628,42061832
42063900,155,624,42064128
42066192,155,621,42066416
42068488,155,621,42068712
42070784,155,616,42071008
42073080,155,617,42073304
42075372,155,621,42075600
42077668,155,623,42077896
42079964,155,628,42080192
42082256,155,636,42082480
42084552,156,673,42084776
42086848,162,654,42087072
42089144,279,630,42089368
42091440,361,663,42091664
42093732,519,606,42093960
42096028,426,608,42096256
42098324,409,612,42098552
42100616,418,617,42100840
42102912,430,619,42103136
42105208,438,615,42105432
42107504,432,615,42107728
42109800,424,617,42110024
42112092,425,617,42112320
42114388,415,615,42114616
42116684,419,615,42116912
42118976,425,616,42119200
42121272,426,619,42121496
42123568,435,625,42123792
42125864,441,641,42126088
42128160,528,508,42128392
42130452,491,299,42130680
42132748,422,166,42132976
42135044,518,160,42135272
42137340,470,158,42137568
42139632,410,158,42139856
42141928,418,158,42142152
42144224,417,158,42144448
42146520,421,159,42146744
42148812,424,158,42149040
42151108,419,158,42151336
42153404,420,157,42153632
42155700,423,157,42155928
42157992,420,157,42158216
42160288,417,157,42160512
42162584,415,158,42162808
42164880,416,158,42165104
42167172,414,158,42167400
42169468,413,159,42169696
42171764,480,158,42171992
42174060,386,158,42174288
42176352,171,158,42176576
42178648,162,158,42178872
42180944,158,158,42181168
42183236,156,158,42183464
42185532,156,158,42185760
42187828,156,157,42188056
42190124,156,158,42190352
42192420,155,158,42192648
42194712,155,158,42194936
42197016,156,158,42197240
42199304,155,158,42199528
42201600,155,158,42201824
42203892,155,158,42204120
42206188,155,158,42206416
42208484,155,158,42208712
42210776,155,159,42211000
42213072,155,159,42213296
42215368,155,159,42215592
42217664,155,162,42217888
42219960,156,176,42220184
42222252,156,381,42222480
42224548,155,507,42224776
42226844,155,635,42227072
42229140,156,643,42229368
42231432,156,612,42231656
42233728,155,611,42233952
42236024,155,620,42236248
42238320,155,623,42238544
42240612,154,628,42240840
42242908,155,628,42243136
42245204,155,626,42245432
42247500,155,622,42247728
42249792,155,621,42250016
42252088,155,620,42252312
42254384,155,619,42254608
42256680,155,620,42256904
42258972,155,622,42259200
42261268,155,624,42261496
42263568,155,623,42263792
42265860,155,630,42266088
42268152,156,638,42268376
42270448,156,675,42270672
42272744,159,653,42272968
42275040,164,647,42275264
42277332,237,622,42277560
42279628,350,663,42279856
42281924,455,653,42282152
42284220,518,607,42284448
42286512,444,610,42286736
42288808,414,614,42289032
42291104,413,616,42291328
42293400,424,620,42293624
42295692,427,621,42295920
42297988,437,619,42298216
42300284,438,617,42300512
42302580,431,617,42302808
42304872,423,621,42305096
42307168,423,619,42307392
42309464,423,619,42309688
42311760,420,619,42311984
42314052,416,617,42314280
42316348,417,616,42316576
42318644,423,614,42318872
42320936,426,617,42321160
42323232,422,618,42323456
42325528,436,624,42325752
42327824,442,656,42328048
42330124,466,607,42330352
42332412,531,498,42332640
42334708,485,355,42334936
42337004,473,185,42337232
42339300,435,164,42339528
42341592,521,160,42341816
42343888,492,159,42344112
42346184,422,158,42346408
42348476,414,158,42348704
42350772,419,158,42351000
42353068,417,158,42353296
42355364,425,158,42355592
42357660,423,158,42357888
42359952,428,158,42360176
42362248,422,158,42362472
42364544,420,157,42364768
42366840,421,158,42367064
42369132,428,158,42369360
42371428,425,157,42371656
42373724,421,158,42373952
42376020,424,157,42376248
42378312,418,157,42378536
42380608,417,158,42380832
42382904,418,158,42383128
42385200,417,158,42385424
42387492,417,158,42387720
42389788,420,158,42390016
42392084,415,159,42392312
42394376,424,158,42394600
42396680,493,158,42396904
42398968,381,158,42399192
42401264,225,158,42401488
42403556,165,158,42403784
42405852,162,159,42406080
42408148,159,158,42408376
42410444,158,159,42410672
42412736,156,158,42412960
42415032,156,158,42415256
42417328,156,158,42417552
42419624,156,158,42419848
42421920,156,158,42422144
42424212,156,158,42424440
42426508,156,158,42426736
42428804,155,159,42429032
42431100,156,158,42431328
42433392,156,158,42433616
42435688,156,158,42435912
42437984,155,158,42438208
42440280,155,158,42440504
42442572,155,158,42442800
42444868,156,158,42445096
42447164,155,158,42447392
42449460,155,158,42449688
42451752,155,158,42451976
42454048,155,158,42454272
42456344,155,158,42456568
42458640,155,158,42458864
42460932,156,158,42461160
42463228,156,159,42463464
42465524,156,160,42465752
42467816,156,162,42468040
42470112,156,168,42470336
42472408,156,226,42472632
42474704,156,355,42474928
42477000,156,450,42477224
42479292,155,509,42479520
42481588,155,596,42481816
42483884,155,646,42484112
42486180,156,652,42486408
42488472,156,622,42488696
42490768,156,613,42491000
42493064,155,609,42493288
42495360,155,613,42495584
42497652,155,616,42497880
42499948,155,622,42500176
42502244,155,622,42502472
42504540,154,627,42504768
42506832,155,629,42507056
42509128,155,631,42509352
42511424,155,629,42511648
42513716,155,627,42513944
42516012,155,625,42516240
42518308,155,622,42518536
42520604,155,624,42520832
42522896,155,621,42523120
42525192,155,624,42525416
42527488,155,624,42527712
42529784,155,622,42530008
42532080,155,619,42532304
42534372,155,621,42534600
42536668,155,621,42536896
42538964,155,621,42539192
42541260,155,622,42541488
42543552,155,624,42543776
42545848,155,626,42546072
42548144,155,625,42548368
42550440,155,624,42550664
42552732,155,630,42552960
42555028,155,631,42555256
42557324,156,635,42557568
42559620,156,638,42559848
42561912,156,660,42562136
42564208,156,675,42564432
42566504,158,671,42566728
42568800,159,655,42569024
42571092,161,657,42571320
42573388,164,653,42573616
42575684,169,630,42575912
42577980,239,621,42578208
42580272,340,644,42580496
42582568,356,663,42582792
42584864,368,667,42585096
42587160,455,658,42587384
42589452,519,630,42589680
42591748,522,611,42591976
42594044,501,610,42594272
42596340,463,611,42596568
42598632,439,613,42598856
42600928,429,615,42601152
42603224,417,617,42603448
42605520,421,617,42605744
42607812,418,619,42608040
42610108,425,622,42610336
42612404,429,622,42612632
42614700,428,622,42614928
42616992,431,623,42617216
42619288,437,624,42619512
42621584,443,622,42621808
42623880,441,620,42624104
42626172,442,620,42626400
42628468,442,620,42628696
42630764,439,619,42630992
42633056,433,620,42633280
42635352,438,619,42635576
42637648,430,621,42637872
42639944,427,623,42640168
42642240,428,622,42642464
42644532,428,622,42644760
42646828,424,621,42647056
42649124,424,620,42649352
42651420,431,621,42651656
42653716,429,622,42653944
42656008,427,621,42656232
42658304,424,619,42658528
42660600,422,619,42660824
42662892,425,619,42663120
42665188,427,618,42665416
42667484,427,618,42667712
42669780,429,620,42670008
42672072,430,620,42672296
42674368,431,618,42674592
42676664,432,619,42676888
42678960,433,620,42679184
42681252,436,619,42681480
42683548,432,620,42683776
42685844,432,622,42686072
42688140,430,621,42688368
42690432,428,620,42690656
42692728,434,619,42692952
42695024,439,620,42695248
42697320,442,633,42697544
42699612,440,649,42699840
42701908,444,658,42702136
42704204,445,656,42704432
42706500,444,648,42706728
42708792,447,633,42709016
42711088,469,613,42711312
42713384,503,589,42713608
42715676,522,561,42715904
42717972,530,530,42718200
42720276,527,495,42720504
42722564,508,458,42722792
42724856,484,419,42725080
42727152,478,379,42727376
42729448,489,336,42729672
42731744,495,289,42731968
42734036,489,242,42734264
42736332,465,193,42736560
42738628,436,174,42738856
42740924,419,169,42741152
42743220,420,166,42743448
42745512,434,165,42745736
42747808,459,163,42748032
42750104,487,162,42750328
42752400,512,161,42752624
42754692,521,160,42754920
42756988,522,160,42757216
42759284,520,160,42759512
42761580,516,159,42761808
42763872,508,159,42764096
42766168,498,159,42766392
42768464,481,159,42768688
42770760,463,158,42770984
42773052,450,159,42773280
42775348,436,158,42775576
42777644,428,159,42777872
42779940,420,158,42780168
42782232,417,159,42782456
42784528,416,158,42784752
42786828,414,158,42787056
42789116,414,158,42789344
42791412,414,158,42791640
42793708,416,158,42793936
42796004,417,158,42796232
42798300,419,159,42798528
42800592,419,159,42800816
42802888,420,158,42803112
42805184,421,158,42805408
42807480,421,158,42807704
42809772,421,158,42810000
42812068,420,158,42812296
42814364,420,158,42814592
42816660,420,159,42816888
42818952,419,158,42819176
42821248,420,158,42821472
42823544,420,158,42823768
42825836,420,158,42826064
42828132,419,158,42828360
42830428,419,158,42830656
42832724,420,158,42832952
42835020,420,158,42835248
42837312,422,158,42837536
42839608,423,158,42839832
42841904,425,158,42842128
42844196,425,158,42844424
42846492,426,158,42846720
42848788,426,158,42849016
42851084,425,158,42851312
42853384,425,158,42853608
42855672,424,159,42855896
42857968,424,158,42858192
42860264,424,158,42860488
42862560,424,158,42862784
42864852,423,159,42865080
42867148,422,158,42867376
42869444,423,159,42869672
42871740,422,158,42871968
42874032,423,158,42874256
42876328,422,158,42876552
42878624,423,158,42878848
42880920,423,158,42881144
42883212,422,158,42883440
42885508,422,158,42885736
42887804,422,158,42888032
42890100,422,158,42890328
42892392,422,158,42892616
42894688,421,158,42894912
42896984,421,158,42897208
42899280,421,158,42899504
42901572,421,158,42901800
42903868,419,158,42904096
42906164,420,159,42906392
42908456,420,158,42908680
42910752,419,158,42910976
42913048,420,158,42913272
42915344,420,158,42915568
42917636,420,158,42917864
42919932,420,158,42920168
42922228,420,158,42922456
42924524,420,158,42924752
42926820,420,158,42927048
42929112,421,158,42929336
42931408,420,158,42931632
42933704,421,158,42933928
42936000,420,158,42936224
42938292,421,158,42938520
42940588,420,158,42940816
42942884,420,158,42943112
42945180,421,158,42945408
42947472,421,158,42947704
42949768,421,158,42949992
42952064,421,158,42952288
42954360,420,158,42954584
42956652,421,158,42956880
42958948,421,158,42959176
42961244,421,158,42961472
42963536,421,158,42963760
42965832,421,158,42966056
42968128,421,158,42968352
42970424,421,158,42970648
42972720,421,158,42972944
42975012,420,158,42975240
42977308,421,158,42977536
42979604,421,158,42979832
42981900,421,158,42982128
42984192,421,158,42984416
42986488,421,158,42986712
42988784,421,158,42989008
42991080,421,158,42991304
42993372,421,158,42993600
42995668,421,158,42995896
42997964,422,159,42998192
43000260,421,158,43000488
43002552,421,158,43002776
43004848,421,158,43005072
43007144,421,158,43007368
43009440,421,158,43009664
43011732,421,158,43011960
43014028,421,158,43014264
43016324,421,158,43016552
43018620,420,158,43018848
43020912,421,158,43021136
43023208,420,158,43023432
43025504,421,158,43025728
43027800,420,158,43028024
43030092,421,159,43030320
43032388,421,158,43032616
43034684,420,158,43034912
43036980,421,158,43037208
43039272,420,158,43039496
43041568,420,158,43041800
43043864,420,158,43044088
43046156,421,159,43046384
43048452,421,158,43048680
43050748,421,158,43050976
43053044,421,158,43053272
43055340,420,158,43055568
43057632,421,158,43057856
43059928,420,158,43060152
43062224,421,158,43062448
43064516,421,158,43064744
43066812,420,158,43067040
43069108,421,158,43069336
43071404,420,158,43071632
43073700,420,158,43073928
43075992,420,158,43076216
43078288,420,158,43078512
43080584,421,158,43080808
43082880,420,158,43083104
43085172,421,158,43085400
43087468,420,158,43087696
43089764,420,158,43089992
43092060,420,158,43092288
43094352,420,158,43094576
43096648,421,158,43096872
43098944,420,158,43099168
43101240,421,158,43101464
43103532,420,158,43103760
43105828,420,158,43106056
43108124,420,158,43108360
43110420,420,158,43110648
43112712,421,158,43112936
43115008,420,158,43115232
43117304,420,158,43117528
43119600,420,158,43119824
43121892,420,158,43122120
43124188,420,158,43124416
43126484,420,158,43126712
43128780,421,158,43129008
43131072,420,158,43131296
43133368,421,158,43133592
43135664,420,158,43135888
43137960,420,158,43138184
43140252,420,159,43140480
43142548,420,158,43142776
43144844,421,158,43145072
43147140,420,158,43147368
43149432,421,158,43149656
43151728,420,158,43151952
43154024,421,159,43154248
43156320,420,158,43156544
43158612,420,158,43158840
43160908,421,158,43161136
43163204,420,158,43163432
43165500,421,158,43165728
43167792,420,158,43168016
43170088,421,159,43170312
43172384,420,158,43172608
43174680,420,158,43174904
43176980,421,158,43177208
43179268,420,158,43179496
43181564,421,158,43181792
43183860,420,158,43184088
43186152,421,158,43186376
43188448,421,158,43188672
43190744,420,158,43190968
43193040,421,158,43193264
43195332,420,158,43195560
43197628,421,158,43197856
43199924,420,158,43200152
43202220,421,158,43202448
43204512,420,158,43204736
43206808,420,158,43207032
43209104,420,158,43209328
43211400,420,158,43211624
43213692,421,158,43213920
43215988,420,158,43216216
43218284,420,158,43218512
43220580,421,158,43220808
43222872,420,158,43223096
43225168,420,158,43225392
43227464,420,158,43227688
43229760,420,158,43229984
43232052,421,158,43232280
43234348,420,159,43234576
43236644,421,158,43236872
43238936,420,158,43239160
43241232,420,158,43241456
43243536,420,158,43243760
43245824,420,158,43246048
43248120,421,158,43248344
43250412,420,158,43250640
43252708,420,159,43252936
43255004,420,158,43255232
43257300,420,158,43257528
43259592,420,158,43259816
43261888,420,158,43262112
43264184,421,158,43264408
43266480,420,158,43266704
43268772,420,158,43269000
43271068,420,158,43271296
43273364,420,158,43273592
43275656,420,158,43275880
43277952,420,158,43278176
43280248,421,158,43280472
43282544,420,159,43282768
43284836,421,158,43285064
43287132,420,158,43287360
43289428,420,158,43289656
43291724,421,158,43291952
43294020,420,158,43294248
43296312,421,158,43296536
43298608,421,158,43298832
43300904,421,158,43301128
43303200,420,158,43303424
43305492,420,158,43305720
43307788,421,158,43308016
43310088,420,158,43310312
43312380,421,159,43312608
43314672,421,158,43314896
43316968,421,158,43317192
43319264,421,158,43319488
43321556,420,158,43321784
43323852,421,158,43324080
43326148,420,158,43326376
43328444,421,158,43328672
43330740,421,158,43330968
43333032,421,159,43333256
43335328,421,159,43335552
43337624,420,158,43337848
43339920,421,158,43340144
43342212,420,158,43342440
43344508,421,158,43344736
43346804,420,158,43347032
43349100,421,158,43349328
43351392,421,158,43351616
43353688,420,158,43353912
43355984,421,158,43356208
43358280,420,158,43358504
43360572,421,158,43360800
43362868,420,158,43363096
43365164,421,158,43365392
43367460,421,158,43367688
43369752,420,158,43369976
43372048,421,158,43372272
43374344,420,158,43374568
43376640,421,158,43376872
43378932,420,158,43379160
43381228,421,158,43381456
43383524,421,158,43383752
43385820,420,158,43386048
43388112,421,158,43388336
43390408,420,158,43390632
43392704,421,158,43392928
43395000,420,158,43395224
43397292,421,158,43397520
43399588,421,158,43399816
43401884,420,158,43402112
43404180,421,158,43404408
43406472,420,158,43406696
43408768,421,158,43408992
43411064,420,158,43411288
43413356,421,158,43413584
43415652,421,158,43415880
43417948,421,158,43418176
43420244,421,159,43420472
43422540,420,158,43422768
43424832,421,159,43425056
43427128,420,158,43427352
43429424,420,158,43429648
43431720,421,158,43431944
43434012,421,158,43434240
43436308,421,158,43436536
43438604,420,158,43438832
43440900,421,158,43441128
43443192,421,158,43443416
43445488,421,158,43445712
43447784,421,158,43448008
43450080,421,158,43450304
43452372,421,158,43452600
43454668,421,158,43454896
43456964,421,159,43457192
43459260,421,158,43459488
43461552,421,158,43461776
43463848,421,158,43464072
43466144,421,158,43466368
43468436,421,158,43468664
43470732,420,158,43470968
43473028,421,159,43473256
43475324,421,158,43475552
43477620,420,158,43477848
43479912,421,158,43480136
43482208,421,158,43482432
43484504,421,158,43484728
43486800,420,158,43487024
43489092,421,158,43489320
43491388,421,158,43491616
43493684,420,158,43493912
43495980,421,158,43496208
43498272,421,158,43498504
43500568,421,158,43500792
43502864,421,158,43503088
43505160,421,158,43505384
43507452,421,158,43507680
43509748,421,158,43509976
43512044,421,158,43512272
43514340,421,158,43514568
43516632,421,158,43516856
43518928,421,158,43519152
43521224,421,158,43521448
43523520,421,158,43523744
43525812,420,158,43526040
43528108,421,158,43528336
43530404,421,158,43530632
43532700,421,158,43532928
43534992,421,158,43535216
43537288,421,158,43537512
43539584,421,158,43539808
43541880,421,158,43542104
43544172,421,158,43544400
43546468,421,158,43546696
43548764,421,158,43548992
43551060,421,158,43551288
43553352,421,158,43553576
43555648,421,158,43555872
43557944,421,158,43558168
43560240,421,158,43560464
43562532,421,158,43562760
43564828,421,158,43565064
43567128,421,159,43567352
43569420,421,158,43569648
43571712,421,158,43571936
43574008,421,158,43574232
43576304,421,158,43576528
43578600,421,158,43578824
43580892,421,159,43581120
43583188,421,158,43583416
43585484,421,158,43585712
43587780,421,158,43588008
43590072,421,158,43590296
43592368,421,158,43592592
43594664,421,158,43594888
43596960,421,159,43597184
43599252,421,159,43599480
43601548,421,158,43601776
43603844,421,158,43604072
43606140,421,158,43606368
43608432,421,158,43608656
43610728,421,158,43610952
43613024,421,159,43613248
43615320,421,158,43615544
43617612,421,158,43617840
43619908,422,158,43620136
43622204,421,158,43622432
43624500,421,158,43624728
43626792,420,158,43627016
43629088,421,158,43629312
43631384,421,158,43631608
43633684,421,158,43633912
43635972,421,158,43636200
43638268,421,158,43638496
43640564,421,158,43640792
43642860,421,158,43643088
43645152,421,158,43645376
43647448,421,158,43647672
43649744,421,158,43649968
43652040,421,159,43652264
43654332,421,158,43654560
43656628,421,158,43656856
43658924,420,158,43659152
43661216,421,158,43661440
43663512,421,158,43663736
43665808,421,158,43666032
43668104,421,158,43668328
43670400,421,158,43670624
43672692,421,158,43672920
43674988,420,158,43675216
43677284,420,158,43677512
43679576,421,159,43679800
43681872,421,158,43682096
43684168,421,158,43684392
43686464,421,158,43686688
43688760,421,158,43688984
43691052,421,159,43691280
43693348,421,158,43693576
43695644,421,158,43695872
43697940,421,158,43698168
43700240,421,158,43700464
43702528,421,158,43702752
43704824,421,159,43705048
43707120,421,158,43707344
43709412,421,159,43709640
43711708,421,158,43711936
43714004,421,158,43714232
43716300,421,158,43716528
43718592,421,158,43718816
43720888,421,159,43721112
43723184,421,158,43723408
43725476,420,158,43725704
43727772,421,158,43728000
43730068,421,159,43730296
43732364,421,158,43732592
43734660,421,158,43734888
43736952,421,158,43737176
43739248,421,158,43739472
43741544,420,158,43741768
43743836,421,158,43744064
43746132,421,158,43746360
43748428,421,158,43748656
43750724,421,158,43750952
43753016,421,158,43753240
43755312,421,158,43755536
43757608,420,158,43757832
43759904,421,158,43760128
43762200,421,158,43762424
43764492,421,158,43764720
43766796,421,158,43767024
43769084,421,159,43769312
43771380,421,158,43771608
43773672,420,158,43773896
43775968,421,158,43776192
43778264,421,158,43778488
43780560,421,158,43780784
43782852,421,158,43783080
43785148,421,158,43785376
43787444,421,158,43787672
43789740,420,159,43789968
43792032,421,158,43792256
43794328,420,158,43794552
43796624,421,158,43796848
43798916,421,158,43799144
43801212,421,158,43801440
43803508,421,158,43803736
43805804,420,158,43806032
43808100,421,158,43808328
43810392,420,158,43810616
43812688,421,158,43812912
43814984,421,158,43815208
43817280,421,158,43817504
43819572,421,158,43819800
43821868,420,158,43822096
43824164,421,158,43824392
43826456,420,158,43826680
43828752,421,159,43828976
43831048,421,158,43831272
43833348,421,158,43833576
43835640,421,158,43835864
43837932,420,158,43838160
43840228,421,158,43840456
43842524,420,158,43842752
43844816,421,159,43845040
43847112,421,158,43847336
43849408,420,158,43849632
43851704,421,159,43851928
43854000,421,158,43854224
43856292,421,158,43856520
43858588,420,158,43858816
43860884,421,158,43861112
43863180,421,158,43863408
43865472,420,158,43865696
43867768,421,158,43867992
43870064,420,158,43870288
43872360,421,158,43872584
43874652,420,158,43874880
43876948,421,158,43877176
43879244,421,158,43879472
43881536,420,158,43881760
43883832,421,158,43884056
43886128,420,158,43886352
43888424,421,158,43888648
43890720,420,158,43890944
43893012,421,158,43893240
43895308,421,158,43895536
43897604,420,158,43897832
43899900,421,158,43900128
43902192,420,158,43902416
43904488,421,158,43904712
43906784,420,158,43907008
43909080,420,158,43909304
43911372,421,158,43911600
43913668,420,158,43913896
43915964,421,158,43916192
43918260,420,158,43918488
43920552,421,158,43920776
43922848,420,158,43923072
43925144,420,158,43925368
43927440,421,158,43927672
43929732,420,158,43929960
43932028,421,158,43932256
43934324,420,158,43934552
43936620,421,158,43936848
43938912,420,158,43939136
43941208,420,158,43941432
43943504,421,158,43943728
43945800,421,158,43946024
43948092,421,158,43948320
43950388,421,158,43950616
43952684,421,158,43952912
43954980,421,158,43955208
43957272,421,158,43957496
43959568,421,158,43959792
43961864,421,158,43962088
43964160,421,158,43964384
43966452,421,158,43966680
43968748,421,159,43968976
43971044,421,158,43971272
43973340,420,158,43973568
43975632,421,158,43975856
43977928,420,158,43978152
43980224,421,158,43980448
43982516,421,158,43982744
43984812,421,159,43985040
43987108,421,158,43987336
43989404,420,158,43989632
43991700,421,158,43991928
43993992,420,159,43994216
43996288,421,158,43996512
43998584,421,158,43998808
44000880,421,158,44001104
44003172,421,158,44003400
44005468,421,158,44005696
44007764,421,158,44007992
44010060,421,158,44010288
44012352,421,158,44012576
44014648,421,158,44014872
44016944,421,158,44017168
44019240,421,158,44019464
44021532,421,158,44021768
44023828,421,158,44024056
44026124,421,158,44026352
44028416,421,158,44028640
44030712,421,158,44030936
44033008,421,158,44033232
44035304,421,158,44035528
44037596,421,158,44037824
44039892,421,158,44040120
44042188,421,158,44042416
44044484,421,158,44044712
44046780,421,158,44047008
44049072,421,158,44049296
44051368,421,158,44051592
44053664,421,158,44053888
44055960,421,158,44056184
44058252,420,158,44058480
44060548,421,158,44060776
44062844,421,158,44063072
44065140,421,158,44065368
44067432,421,158,44067656
44069728,421,158,44069952
44072024,421,158,44072248
44074320,421,158,44074544
44076612,421,158,44076840
44078908,421,158,44079136
44081204,421,159,44081432
44083496,421,158,44083720
44085792,421,158,44086016
44088088,421,158,44088312
44090388,420,158,44090616
44092676,421,159,44092904
44094972,421,158,44095200
44097268,421,158,44097496
44099564,421,158,44099792
44101856,421,158,44102080
44104152,421,158,44104376
44106448,420,158,44106672
44108744,421,159,44108968
44111040,421,158,44111264
44113332,421,158,44113560
44115628,421,158,44115856
44117924,421,158,44118152
44120220,421,158,44120448
44122512,421,158,44122736
44124808,421,158,44125032
44127104,421,158,44127328
44129400,421,158,44129624
44131692,421,158,44131920
44133988,421,158,44134216
44136284,421,159,44136512
44138576,421,158,44138800
44140872,421,158,44141096
44143168,421,158,44143392
44145464,421,158,44145688
44147760,421,159,44147984
44150052,421,158,44150280
44152348,421,158,44152576
44154644,420,158,44154872
44156944,420,158,44157168
44159232,421,158,44159456
44161528,420,158,44161752
44163824,421,158,44164048
44166120,421,158,44166344
44168412,421,158,44168640
44170708,421,158,44170936
44173004,420,158,44173232
44175300,421,158,44175528
44177592,421,158,44177816
44179888,421,158,44180112
44182184,421,158,44182408
44184480,421,158,44184704
44186772,420,158,44187000
44189068,420,158,44189296
44191364,421,158,44191592
44193660,421,158,44193888
44195952,421,158,44196176
44198248,421,158,44198472
44200544,421,158,44200768
44202836,421,158,44203064
44205132,421,158,44205360
44207428,421,158,44207656
44209724,421,158,44209952
44212020,421,158,44212248
44214312,421,158,44214536
44216608,421,158,44216832
44218904,421,158,44219128
44221200,421,158,44221424
44223500,421,158,44223728
44225788,421,158,44226016
44228084,421,158,44228312
44230380,421,158,44230608
44232672,421,159,44232896
44234968,421,158,44235192
44237264,421,158,44237488
44239556,421,158,44239784
44241852,421,158,44242080
44244148,421,158,44244376
44246444,421,159,44246672
44248740,421,159,44248968
44251032,421,158,44251256
44253328,421,158,44253552
44255624,421,158,44255848
44257920,421,158,44258144
44260212,421,158,44260440
44262508,421,158,44262736
44264804,421,158,44265032
44267100,421,158,44267328
44269392,421,158,44269616
44271688,421,158,44271912
44273984,421,158,44274208
44276280,421,158,44276504
44278572,421,159,44278800
44280868,421,158,44281096
44283164,421,158,44283392
44285460,421,158,44285688
44287752,421,158,44287976
44290056,421,158,44290280
44292344,421,158,44292568
44294640,421,158,44294864
44296932,421,158,44297160
44299228,421,159,44299456
44301524,421,158,44301752
44303820,421,159,44304048
44306112,421,158,44306336
44308408,421,158,44308632
44310704,421,158,44310928
44313000,421,158,44313224
44315292,421,158,44315520
44317588,421,158,44317816
44319884,421,158,44320112
44322176,421,158,44322400
44324472,421,159,44324696
44326768,420,158,44326992
44329064,421,158,44329288
44331360,422,158,44331584
44333652,421,158,44333880
44335948,421,158,44336176
44338244,421,158,44338472
44340540,421,158,44340768
44342832,421,158,44343056
44345128,421,158,44345352
44347424,421,158,44347648
44349720,421,158,44349944
44352012,421,158,44352240
44354308,421,158,44354536
44356604,421,159,44356832
44358900,421,158,44359128
44361192,421,158,44361416
44363488,421,158,44363712
44365784,421,158,44366008
44368080,421,158,44368304
44370372,421,158,44370600
44372668,421,159,44372896
44374964,421,158,44375192
44377260,421,158,44377488
44379552,421,158,44379776
44381848,421,158,44382072
44384144,421,159,44384376
44386440,421,158,44386664
44388732,421,158,44388960
44391028,421,158,44391256
44393324,421,158,44393552
44395620,421,158,44395848
44397912,421,158,44398136
44400208,421,159,44400432
44402504,421,158,44402728
44404800,421,158,44405024
44407092,421,158,44407320
44409388,421,158,44409616
44411684,421,158,44411912
44413980,421,158,44414208
44416272,421,158,44416496
44418568,421,158,44418792
44420864,420,159,44421088
44423160,421,158,44423384
44425452,420,158,44425680
44427748,421,158,44427976
44430044,421,158,44430272
44432340,421,158,44432568
44434632,421,158,44434856
44436928,421,158,44437152
44439224,421,158,44439448
44441516,421,158,44441744
44443812,421,158,44444040
44446108,421,158,44446336
44448404,421,158,44448632
44450700,421,158,44450944
44452992,421,158,44453216
44455288,421,158,44455512
44457584,420,158,44457808
44459880,421,159,44460104
44462172,421,158,44462400
44464468,421,158,44464696
44466764,421,158,44466992
44469060,421,158,44469288
44471352,421,158,44471576
44473648,421,158,44473872
44475944,421,158,44476168
44478240,421,158,44478472
44480536,421,159,44480760
44482828,421,158,44483056
44485124,421,158,44485352
44487420,421,158,44487648
44489712,421,158,44489936
44492008,421,158,44492232
44494304,421,158,44494528
44496596,421,159,44496824
44498892,421,158,44499120
44501188,421,158,44501416
44503484,421,158,44503712
44505780,421,158,44506008
44508072,421,158,44508296
44510368,421,158,44510592
44512664,421,158,44512888
44514960,421,158,44515184
44517252,421,159,44517480
44519548,421,158,44519776
44521844,421,158,44522072
44524140,421,158,44524368
44526432,421,158,44526656
44528728,421,158,44528952
44531024,421,158,44531248
44533320,421,158,44533544
